InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,IsPromotion,Sex,Region
422636,54999.0,Another,13,22/09/2023 05:36,22.41,61265,United States,No,Male,South
783112,90553.0,Scientist,18,26/10/2023 01:30,22.16,71726,Australia,No,Male,East
550450,52589.0,Too,11,16/09/2023 17:50,48.37,89330,Germany,No,Male,South
844237,62312.0,Determine,6,12/03/2024 02:28,31.32,37445,France,Yes,Male,West
290975,91364.0,Next,8,17/07/2023 12:17,31.87,94402,Germany,Yes,Male,North
107371,32398.0,Light,20,03/12/2023 22:55,8.52,20850,Germany,No,Female,West
650876,53360.0,Summer,17,02/10/2023 23:03,35.44,17311,United States,Yes,Female,South
376473,75466.0,Along,1,09/04/2023 07:02,13.19,39281,Germany,No,Male,East
989846,56941.0,No,4,30/10/2023 20:36,33.0,74937,United Kingdom,No,Male,East
226078,43924.0,Movement,18,11/08/2023 10:46,12.59,65478,Germany,Yes,Female,North
593800,35890.0,Visit,5,17/01/2024 13:52,8.93,76518,United Kingdom,No,Male,North
242268,21669.0,Other,19,17/06/2023 13:03,48.63,87155,United Kingdom,No,Male,North
975171,28559.0,Value,8,24/07/2023 23:21,21.17,63386,United Kingdom,Yes,Female,West
909794,86900.0,Attention,13,13/01/2024 17:25,19.95,42209,United States,Yes,Female,East
584452,92950.0,Finish,20,25/07/2023 20:00,46.95,42531,United States,Yes,Female,East
665556,96186.0,Eat,20,05/04/2023 16:45,19.94,46675,Canada,No,Female,North
920131,19610.0,While,15,16/03/2024 01:45,30.73,93852,United Kingdom,Yes,Female,South
193806,23480.0,Change,10,28/11/2023 05:27,3.08,57961,France,No,Male,South
695290,90226.0,Sit,15,08/11/2023 23:53,34.46,82394,France,No,Male,South
408478,77199.0,Left,9,10/06/2023 07:22,22.49,92988,United States,Yes,Female,East
342672,81338.0,Information,15,11/08/2023 23:43,3.58,68481,France,Yes,Male,North
163099,77912.0,No,13,22/04/2023 07:37,5.29,50377,Australia,No,Male,East
348868,65212.0,Section,9,10/08/2023 13:30,42.51,14260,France,Yes,Male,North
237044,59996.0,Card,18,03/06/2023 23:36,8.07,76653,United Kingdom,No,Female,North
48636,36551.0,Her,11,23/01/2024 00:41,27.21,51538,United States,No,Female,West
396123,88817.0,Season,9,19/12/2023 14:39,26.16,51559,Germany,No,Male,East
289260,44070.0,Job,20,19/08/2023 03:29,40.08,86217,Australia,Yes,Male,West
84246,15194.0,Choose,18,19/03/2024 06:51,7.95,58043,France,Yes,Male,North
705927,62838.0,Outside,7,14/11/2023 19:58,46.21,16527,United Kingdom,Yes,Male,North
58079,,Treatment,18,10/11/2023 07:50,31.76,43866,France,No,Male,North
532748,12201.0,Off,15,01/04/2023 05:01,16.68,56786,United States,No,Female,West
930972,71319.0,Democrat,11,07/02/2024 13:03,15.46,70362,Germany,No,Female,West
904103,23415.0,Sure,3,24/05/2023 20:46,3.23,28411,Germany,No,Female,North
352642,76506.0,Area,14,27/11/2023 23:00,31.83,5832,United Kingdom,Yes,Female,West
195193,32703.0,Win,9,16/02/2024 02:13,16.31,12345,Australia,No,Male,South
926710,27565.0,Which,12,04/11/2023 03:26,18.92,9625,United States,Yes,Male,South
797859,52064.0,Tough,2,06/05/2023 10:09,29.09,87109,Australia,No,Male,West
336105,90960.0,And,18,28/12/2023 17:40,30.77,6590,United Kingdom,No,Male,South
128090,85140.0,Everyone,2,07/06/2023 05:46,25.35,99440,Canada,No,Female,East
629517,12469.0,Cover,13,04/03/2024 05:03,29.96,77746,France,No,Female,East
311184,49364.0,Couple,14,25/01/2024 21:59,48.83,385,France,No,Male,South
999404,88023.0,Sea,8,15/10/2023 17:35,13.98,6585,Germany,No,Male,West
16955,68262.0,Worry,8,29/12/2023 05:17,5.69,35960,Germany,Yes,Male,South
572621,57566.0,Room,5,03/04/2023 22:24,45.62,70821,United States,Yes,Male,East
466290,59936.0,School,18,01/09/2023 00:43,46.89,64132,Australia,Yes,Female,East
351867,89678.0,Yet,8,01/12/2023 12:35,42.53,49274,Australia,Yes,Female,West
250574,39334.0,With,7,19/05/2023 05:33,6.44,93106,Australia,No,Male,South
79448,71743.0,Step,16,25/02/2024 21:51,24.42,49058,Australia,No,Female,West
882603,12915.0,Attack,15,25/05/2023 12:24,45.4,5315,Australia,No,Male,East
696545,91968.0,End,13,15/04/2023 22:43,35.24,32126,United Kingdom,Yes,Male,North
878248,39579.0,Usually,2,11/03/2024 02:12,29.8,63650,Canada,Yes,Female,West
957128,78040.0,Investment,4,05/07/2023 03:47,29.58,18747,United States,No,Male,West
421240,55494.0,Above,3,04/12/2023 12:38,48.79,88088,Canada,No,Female,West
918050,77889.0,Measure,8,18/07/2023 18:42,6.39,23162,France,No,Female,East
634509,97875.0,Performance,8,28/03/2023 21:33,10.24,17245,Germany,No,Female,South
805091,34826.0,Government,5,26/03/2023 09:51,44.97,42192,United States,Yes,Male,East
97569,30305.0,Author,13,31/12/2023 05:13,24.34,44126,Canada,Yes,Female,South
345376,79639.0,Behavior,10,30/11/2023 07:12,3.88,47046,Germany,No,Female,West
15847,59416.0,Six,3,08/01/2024 15:03,38.24,36384,United States,No,Female,West
340128,68406.0,Live,15,07/01/2024 02:46,1.01,9482,Germany,No,Male,South
670489,99597.0,Take,16,17/07/2023 12:48,16.95,75805,France,Yes,Male,East
533299,43007.0,Shoulder,16,16/08/2023 04:50,24.27,11292,Australia,Yes,Female,North
382537,20591.0,Democrat,12,03/07/2023 20:20,18.51,66215,Germany,Yes,Female,North
893369,89835.0,Whether,4,07/03/2024 15:28,39.19,98806,Canada,Yes,Male,West
295893,25929.0,Increase,3,07/03/2024 17:38,15.22,97060,United Kingdom,No,Male,North
779870,40017.0,Probably,16,22/04/2023 16:19,28.57,47173,Germany,No,Male,West
54082,32222.0,Best,10,24/02/2024 12:18,13.92,36192,Germany,Yes,Female,West
89014,70654.0,Involve,15,16/09/2023 13:10,6.12,60357,Australia,Yes,Female,South
779419,17955.0,Off,1,28/06/2023 13:30,39.89,69826,Germany,No,Female,West
662424,22762.0,Onto,17,30/10/2023 03:32,44.59,45990,United States,No,Male,South
321927,84065.0,None,16,22/02/2024 18:15,7.88,74098,United States,No,Female,North
878887,63098.0,Foreign,3,26/06/2023 15:27,44.45,52026,Canada,No,Female,North
525673,60502.0,Anything,8,21/05/2023 14:00,17.01,51278,Canada,Yes,Male,North
771270,57669.0,Consider,9,15/11/2023 20:13,6.17,88972,Canada,Yes,Female,West
53384,78875.0,Begin,17,17/02/2024 04:57,4.48,32487,France,Yes,Female,West
677416,42773.0,Performance,8,02/12/2023 01:10,21.5,1480,Canada,No,Female,West
65234,82495.0,Whether,9,27/03/2023 11:56,38.49,91225,France,No,Female,South
437247,44781.0,Daughter,15,05/12/2023 09:38,38.16,2698,Germany,Yes,Male,North
707102,61738.0,Expert,18,04/10/2023 12:06,0.56,36691,Australia,No,Male,West
825674,48463.0,Audience,2,06/05/2023 06:38,27.64,82557,Australia,Yes,Female,West
77736,47244.0,Send,12,23/03/2023 12:54,31.01,63076,United States,No,Male,North
432290,97553.0,Ability,6,29/03/2023 20:03,2.11,41417,Canada,No,Male,East
746783,54184.0,Television,14,03/10/2023 03:50,42.26,58503,Australia,No,Female,North
412762,75924.0,Member,14,11/08/2023 13:06,47.55,72911,Australia,Yes,Female,South
392305,91652.0,Act,18,14/05/2023 00:34,22.41,97568,Germany,No,Male,South
812469,95190.0,Program,9,05/04/2023 07:45,12.27,25750,Australia,Yes,Female,South
989785,70596.0,Discuss,16,19/01/2024 15:13,19.96,3784,United Kingdom,No,Female,West
113038,,Natural,16,24/12/2023 00:42,43.5,75493,France,Yes,Male,West
636045,91852.0,Chance,20,04/03/2024 00:52,14.32,74357,France,No,Female,West
151883,24543.0,Range,3,02/10/2023 20:58,35.07,6348,United States,Yes,Male,East
443109,24150.0,Key,11,09/07/2023 09:12,41.13,85290,France,No,Female,East
213332,60745.0,Day,14,18/07/2023 15:58,4.45,94714,United Kingdom,No,Male,South
451169,65131.0,Series,4,24/05/2023 23:48,36.75,18859,United Kingdom,No,Female,South
510479,86401.0,Garden,9,05/06/2023 22:51,46.47,97574,United Kingdom,Yes,Male,North
353191,41579.0,Generation,13,13/07/2023 20:10,5.89,98717,Germany,Yes,Male,East
909599,83665.0,Knowledge,8,02/09/2023 12:01,23.1,28343,Canada,Yes,Female,West
495941,,Through,13,30/09/2023 21:14,5.03,47555,Canada,No,Female,West
147418,82568.0,President,6,17/01/2024 20:59,5.29,91986,France,No,Female,South
24002,72505.0,Start,6,03/01/2024 13:35,7.09,5197,Canada,No,Female,South
826285,54776.0,Specific,9,23/05/2023 14:19,14.09,809,United States,No,Female,North
759137,61470.0,Whatever,2,20/02/2024 19:44,39.35,50167,United States,Yes,Male,East
705088,97447.0,Finally,20,24/09/2023 22:14,46.38,24852,Canada,No,Female,North
838300,58283.0,Sister,1,19/06/2023 16:31,3.35,50119,Australia,No,Female,South
378074,81862.0,Sure,17,30/09/2023 02:57,32.36,41602,Canada,Yes,Male,South
386926,79375.0,Less,19,12/07/2023 20:49,37.62,8380,United Kingdom,No,Female,East
839070,55225.0,National,20,13/06/2023 10:23,35.86,23667,France,No,Female,West
817424,69375.0,Value,17,05/01/2024 06:04,23.66,99729,Australia,Yes,Female,North
336096,34936.0,Edge,7,03/05/2023 15:18,47.07,69573,Canada,No,Female,West
95298,29822.0,Edge,2,04/12/2023 21:55,20.7,25272,Canada,No,Male,South
29032,99252.0,Although,19,08/03/2024 23:19,24.61,99360,France,No,Male,West
926727,20737.0,And,7,22/09/2023 14:03,42.17,89601,United States,No,Male,South
966741,70590.0,Want,3,10/09/2023 03:40,22.52,18496,Canada,Yes,Female,South
34423,92250.0,Parent,3,26/03/2023 00:45,33.04,36058,Germany,Yes,Male,East
138018,27930.0,Week,15,02/10/2023 03:14,1.2,39304,United Kingdom,No,Male,West
405794,90530.0,Find,5,21/10/2023 02:22,35.71,78382,Germany,No,Male,East
541612,96846.0,Foreign,2,07/03/2024 10:57,16.62,9795,France,Yes,Male,East
438149,17067.0,Police,19,26/07/2023 15:48,15.05,90668,United States,No,Male,North
599956,40211.0,Condition,11,02/05/2023 18:37,6.98,77741,Australia,Yes,Male,East
951244,24294.0,Police,4,12/09/2023 02:50,48.62,33670,United States,Yes,Female,East
268266,62560.0,History,20,17/05/2023 17:54,14.91,55414,Australia,Yes,Male,East
717011,28565.0,Her,2,20/01/2024 17:11,27.59,9353,United States,Yes,Female,South
747042,45396.0,Small,6,07/07/2023 18:02,19.76,63680,Canada,No,Female,West
629781,57578.0,Thing,13,25/10/2023 06:52,33.71,74968,France,Yes,Male,West
422818,52433.0,Get,7,04/10/2023 12:13,44.56,66633,France,Yes,Male,West
199524,73552.0,Value,17,21/06/2023 23:31,6.53,31812,Canada,No,Male,South
213524,67016.0,Life,5,24/08/2023 10:59,34.13,90834,France,No,Male,North
602912,63617.0,Hard,17,01/03/2024 16:38,9.26,83619,United Kingdom,Yes,Male,North
236990,82757.0,Near,7,18/06/2023 02:44,0.55,90730,Australia,No,Female,North
640691,43250.0,Tell,9,26/05/2023 03:28,9.1,20768,France,No,Male,East
574229,27927.0,Someone,3,08/04/2023 18:55,41.57,69154,Australia,Yes,Male,East
826620,62660.0,Rest,13,06/02/2024 20:32,38.47,88870,United States,Yes,Female,East
471408,62465.0,Another,2,15/06/2023 09:58,16.77,99226,Canada,Yes,Male,South
100957,55483.0,Less,18,11/10/2023 16:01,45.05,91959,Australia,Yes,Female,East
911801,52775.0,Owner,9,03/08/2023 23:50,27.37,92638,Canada,No,Female,West
959468,11690.0,Alone,17,06/05/2023 01:28,29.46,45537,Australia,No,Female,West
974435,44712.0,Carry,2,19/03/2024 23:57,17.76,36556,Canada,No,Male,South
196572,99340.0,Result,11,24/09/2023 15:36,21.85,17528,United States,No,Male,North
477296,69465.0,Often,1,06/09/2023 09:37,39.95,71467,Australia,Yes,Male,East
559756,42886.0,Ability,19,24/04/2023 07:07,1.33,34166,France,Yes,Male,West
213400,89101.0,Rather,9,07/11/2023 08:03,21.17,14399,Australia,No,Male,East
153833,79414.0,Already,20,20/11/2023 20:12,42.84,130,Australia,No,Male,East
878622,86399.0,Lawyer,8,18/10/2023 21:11,7.35,13809,Canada,No,Female,North
146330,34909.0,Tree,8,27/08/2023 20:23,3.64,96142,Germany,No,Female,East
951823,13985.0,Real,2,19/11/2023 20:09,13.48,54556,Australia,Yes,Male,West
732471,94940.0,Marriage,9,06/01/2024 11:09,40.61,85741,United Kingdom,Yes,Female,West
125894,46546.0,Nearly,12,31/07/2023 06:17,34.83,92068,United Kingdom,Yes,Female,West
859449,55909.0,Think,17,28/04/2023 20:12,41.74,88312,France,Yes,Female,South
434819,97209.0,Prevent,7,11/10/2023 20:28,9.7,38003,United States,Yes,Female,East
862033,50825.0,Partner,3,30/09/2023 23:54,45.49,38825,France,Yes,Female,South
203468,59656.0,Central,4,11/02/2024 18:40,2.12,47904,France,No,Male,South
510379,60136.0,I,6,31/12/2023 07:45,36.96,9034,Australia,Yes,Female,South
824878,67358.0,Stock,9,20/08/2023 19:51,32.82,16223,Germany,No,Female,East
216162,78333.0,Stock,3,10/10/2023 20:58,28.14,1782,France,Yes,Female,East
878269,14489.0,Or,14,04/06/2023 23:45,2.03,7841,Germany,Yes,Female,West
264371,79910.0,Event,9,27/12/2023 21:27,17.17,44274,United States,No,Male,South
976761,34385.0,Over,8,10/11/2023 00:45,15.83,24046,United States,No,Male,West
908582,19363.0,List,19,08/04/2023 00:11,11.9,79612,United Kingdom,No,Female,South
30354,44792.0,Power,7,30/07/2023 03:14,9.68,16016,United States,No,Male,North
653458,72342.0,Discussion,19,11/11/2023 07:54,10.1,59781,Germany,No,Female,North
671969,75182.0,Become,13,13/12/2023 22:48,3.97,16463,United States,Yes,Male,North
942390,76778.0,Thing,11,31/10/2023 07:39,46.29,1298,France,Yes,Female,South
533308,92346.0,Attorney,11,02/07/2023 08:48,2.84,33915,France,No,Female,East
641149,22879.0,Feeling,1,05/05/2023 21:13,37.29,36137,Canada,Yes,Female,North
165297,13185.0,It,17,22/05/2023 08:52,2.09,56776,Canada,Yes,Female,West
117281,32422.0,Understand,7,06/06/2023 09:29,0.64,73419,United Kingdom,Yes,Male,West
241630,55487.0,Build,16,30/06/2023 12:02,37.7,85571,Canada,Yes,Male,West
525707,70635.0,Often,19,27/10/2023 04:49,7.09,31103,United States,Yes,Female,North
64632,56579.0,Chance,14,08/12/2023 23:58,34.83,57091,United Kingdom,Yes,Female,West
926916,77493.0,Player,1,05/01/2024 19:33,7.66,46100,France,No,Female,East
740523,40773.0,Sell,1,24/02/2024 19:33,22.31,43915,France,No,Male,North
838932,55613.0,Not,9,05/03/2024 12:32,9.57,30795,United Kingdom,No,Female,West
129961,78592.0,Heavy,7,29/04/2023 04:28,33.41,19230,United Kingdom,Yes,Female,West
789782,52592.0,Quite,15,18/11/2023 06:25,11.59,69847,Germany,No,Female,East
899400,56265.0,Finish,20,20/02/2024 22:46,30.77,6458,France,No,Female,South
91334,90462.0,Available,19,27/12/2023 22:10,21.72,81124,United Kingdom,Yes,Male,North
54087,87557.0,True,9,11/08/2023 05:18,46.2,42235,France,Yes,Female,East
943115,44395.0,Defense,3,27/12/2023 15:05,42.93,88743,France,Yes,Female,South
709884,41948.0,Rule,7,13/09/2023 07:47,11.1,20038,Canada,No,Female,East
687050,88323.0,Spend,18,09/10/2023 19:10,22.9,42403,Australia,Yes,Male,West
236784,,Investment,15,06/01/2024 11:18,41.46,93670,France,No,Male,South
73342,28941.0,Explain,2,24/01/2024 19:09,0.58,27374,United Kingdom,Yes,Male,West
342807,69086.0,Goal,7,29/03/2023 10:46,43.55,67208,United Kingdom,Yes,Female,South
966187,66895.0,Number,12,11/05/2023 22:57,13.52,27835,United States,Yes,Male,North
912742,18138.0,Put,4,31/08/2023 04:32,38.48,85257,Canada,No,Female,South
761374,61458.0,Page,14,17/12/2023 04:05,45.9,61340,United Kingdom,No,Female,South
596295,46257.0,Indeed,3,27/06/2023 23:38,48.76,33205,Australia,Yes,Male,East
256760,93885.0,Model,6,16/03/2024 20:14,28.13,59687,Canada,No,Male,West
492642,26554.0,Generation,11,08/11/2023 21:40,47.43,35867,United Kingdom,Yes,Male,East
42601,54777.0,Ok,20,02/03/2024 09:16,37.69,90880,Canada,No,Male,East
477303,90449.0,Imagine,11,05/06/2023 22:13,36.1,53164,Germany,No,Female,West
92884,72941.0,Baby,10,14/10/2023 05:09,0.82,53388,Canada,No,Female,West
216235,78584.0,General,6,26/04/2023 21:06,4.95,86349,Canada,Yes,Female,West
545432,36899.0,Their,18,25/02/2024 16:37,34.46,80112,Germany,Yes,Female,North
353777,22087.0,Child,11,22/09/2023 01:15,43.84,62891,Australia,No,Female,West
371218,94635.0,Reality,3,27/05/2023 23:27,4.03,91305,United Kingdom,Yes,Female,West
493557,33007.0,Of,7,26/12/2023 10:54,46.84,45148,France,No,Male,West
96920,61057.0,Try,14,27/12/2023 16:31,10.59,30464,France,No,Female,East
275244,78963.0,Crime,16,29/07/2023 02:40,1.41,49729,Canada,No,Female,South
154483,39008.0,If,12,01/12/2023 10:42,3.01,10325,United States,Yes,Male,East
938944,15791.0,Office,8,04/09/2023 08:36,44.94,90885,United States,Yes,Male,South
513626,19323.0,Stock,17,21/11/2023 19:26,9.02,42726,Australia,No,Male,North
970022,52935.0,Life,14,26/06/2023 21:25,15.19,95485,France,No,Female,North
693884,44081.0,Effort,11,23/04/2023 23:15,14.88,34557,United Kingdom,Yes,Female,South
836266,36256.0,Serve,1,15/02/2024 07:49,21.33,85739,United States,Yes,Male,South
821754,72812.0,Fire,18,24/11/2023 08:07,12.38,18494,United States,Yes,Male,West
227715,24843.0,Ever,15,23/08/2023 02:16,14.28,90711,United States,Yes,Male,East
570454,49178.0,Stand,4,30/08/2023 02:02,19.45,98445,Germany,No,Female,East
645946,25741.0,Kind,18,09/10/2023 11:17,49.56,70788,United Kingdom,No,Female,North
410337,66615.0,School,19,13/12/2023 06:35,13.85,2807,France,No,Male,West
921336,12501.0,Certainly,14,13/08/2023 03:42,36.03,508,Canada,No,Male,North
319489,16811.0,According,16,16/07/2023 07:54,3.26,21457,Canada,No,Female,West
507846,56516.0,Imagine,16,27/04/2023 00:30,14.5,1598,United States,No,Male,West
630759,27034.0,Feeling,17,07/10/2023 05:18,15.28,79368,United Kingdom,No,Male,East
378605,11386.0,Each,14,08/11/2023 23:01,1.85,93819,Canada,Yes,Male,West
756239,60159.0,Person,5,01/01/2024 13:40,19.21,57860,Germany,Yes,Male,West
585466,95914.0,Onto,14,08/04/2023 21:56,39.85,73356,United States,No,Female,West
903244,92388.0,Tv,3,15/07/2023 05:46,17.06,84416,Australia,No,Male,East
86067,47672.0,Movement,20,25/05/2023 17:23,1.31,69436,United Kingdom,No,Male,North
217549,52186.0,Get,10,28/12/2023 17:24,9.23,9528,United Kingdom,No,Female,East
741129,77668.0,Rather,1,03/08/2023 19:26,3.15,91241,France,No,Male,North
713810,43483.0,Fund,7,23/05/2023 13:10,4.83,74635,Germany,Yes,Male,North
534189,71731.0,Line,3,04/03/2024 08:43,45.23,15391,United States,No,Male,North
763909,56427.0,Stop,2,13/05/2023 22:59,48.86,9001,France,No,Female,West
236767,71399.0,Discover,7,18/11/2023 14:36,28.53,56381,Canada,No,Female,West
983666,86369.0,Development,2,27/05/2023 23:37,29.05,96015,Germany,No,Male,North
775261,96504.0,State,8,18/04/2023 13:35,6.58,38260,France,Yes,Female,South
400843,98525.0,Employee,15,19/09/2023 08:09,23.72,33883,Canada,Yes,Female,South
244124,41556.0,Deep,17,11/04/2023 07:35,6.4,57666,United Kingdom,No,Male,South
677585,24403.0,Sea,18,13/11/2023 11:31,6.1,18716,Germany,Yes,Female,West
175533,31553.0,Wrong,12,11/08/2023 15:48,2.92,58088,United States,No,Male,South
300190,23461.0,Before,5,24/07/2023 21:30,34.16,17985,France,No,Male,North
252829,24850.0,How,5,20/10/2023 06:57,14.59,16984,United Kingdom,Yes,Male,East
948810,88046.0,Career,20,10/08/2023 01:43,7.27,477,France,Yes,Female,North
568480,24730.0,Eat,20,15/10/2023 11:33,8.43,390,United Kingdom,Yes,Male,East
348621,23713.0,Buy,19,13/11/2023 07:05,26.97,81515,Australia,Yes,Female,West
774621,48047.0,Like,10,12/07/2023 21:44,45.87,17089,United Kingdom,No,Female,South
815760,75583.0,Feel,19,12/04/2023 15:04,6.26,36903,France,No,Female,North
354366,57763.0,Interview,8,23/02/2024 21:04,22.08,80113,United States,No,Female,West
863423,38192.0,By,2,06/03/2024 05:02,45.56,6227,Australia,Yes,Female,West
593546,51963.0,Court,1,02/06/2023 02:05,12.0,81605,United States,No,Female,West
274959,15126.0,Wind,12,06/04/2023 07:01,12.83,12069,Canada,Yes,Female,East
599089,80918.0,Develop,10,13/11/2023 06:58,34.14,79672,Australia,No,Female,South
289802,66004.0,Majority,5,14/05/2023 20:36,23.42,22032,Germany,Yes,Male,West
11289,21163.0,Mean,19,24/01/2024 05:13,42.69,67828,Australia,No,Male,South
550039,43575.0,Under,10,11/11/2023 05:18,35.22,38341,France,No,Male,East
60779,79163.0,Table,17,10/06/2023 15:01,33.5,23177,Germany,No,Male,West
604361,16521.0,Sense,8,21/07/2023 09:17,21.25,55719,Canada,Yes,Female,West
524609,27556.0,Society,7,10/03/2024 18:58,32.97,80340,Germany,Yes,Female,East
776020,17968.0,Impact,4,28/04/2023 07:20,48.37,91401,United States,No,Female,North
6961,98100.0,Probably,16,02/10/2023 06:51,25.74,86747,Canada,No,Male,West
64022,55507.0,Force,5,26/06/2023 02:43,14.33,22266,Germany,Yes,Female,South
831463,26417.0,War,6,30/12/2023 17:25,18.67,65013,Germany,Yes,Male,South
592569,40869.0,Near,2,07/12/2023 17:06,47.97,51734,United States,No,Male,South
5302,38455.0,Question,16,03/06/2023 11:09,23.37,61555,United States,Yes,Female,West
124876,42649.0,Good,18,19/04/2023 09:02,28.51,42381,United States,Yes,Male,North
560599,82023.0,Through,4,11/03/2024 11:24,44.84,6341,France,Yes,Male,West
686589,88227.0,Voice,20,04/03/2024 21:26,39.94,340,Canada,No,Female,North
587205,53448.0,Bit,10,28/08/2023 15:03,20.55,46368,France,No,Male,West
155602,97821.0,Yeah,15,15/10/2023 02:32,45.24,17971,United Kingdom,No,Female,West
507342,46037.0,Shake,19,27/02/2024 00:37,12.45,90716,Germany,Yes,Female,East
715666,36542.0,Major,5,08/04/2023 20:23,25.58,82277,Germany,Yes,Male,East
159217,82500.0,Idea,17,17/10/2023 18:46,9.79,56247,United States,No,Female,East
594474,29282.0,Senior,9,13/03/2024 10:57,32.58,60442,Canada,Yes,Male,South
530400,56895.0,Hotel,6,24/01/2024 18:06,24.63,81480,Germany,Yes,Female,North
619996,96011.0,Resource,14,17/04/2023 06:57,49.54,90167,Canada,Yes,Male,South
23594,68298.0,Big,7,10/06/2023 23:21,13.76,49113,United States,Yes,Male,East
851998,83355.0,Series,18,15/10/2023 09:39,25.9,51887,Canada,No,Male,West
394092,27256.0,Understand,19,08/08/2023 15:34,32.14,84205,United Kingdom,Yes,Female,South
773762,79416.0,Like,7,25/11/2023 17:05,4.07,29423,United States,No,Female,South
788376,10433.0,Information,18,10/11/2023 17:38,3.29,71876,United States,Yes,Male,West
366303,20616.0,Floor,1,01/05/2023 07:02,46.0,15110,United Kingdom,Yes,Female,South
599995,43210.0,Provide,16,01/10/2023 00:14,47.13,47367,Canada,Yes,Male,East
758043,30631.0,Live,18,09/05/2023 10:40,25.17,18599,France,No,Male,North
833320,43579.0,Indeed,8,08/04/2023 17:22,27.23,38899,Canada,No,Female,East
505091,97146.0,Region,14,31/03/2023 10:22,6.45,96983,Germany,Yes,Female,South
193207,99105.0,Suffer,5,14/03/2024 21:41,19.63,83792,Australia,Yes,Male,East
741310,,Yes,18,05/07/2023 19:12,3.52,93797,United States,Yes,Male,North
315880,63899.0,Off,1,26/01/2024 05:29,8.09,10769,France,Yes,Male,West
799607,20088.0,During,4,11/05/2023 21:31,37.95,51197,United States,Yes,Male,East
193467,56964.0,Occur,4,03/03/2024 14:31,1.73,53980,United States,No,Male,West
536538,75095.0,Player,9,26/01/2024 17:45,2.66,2930,United Kingdom,No,Male,North
587643,62369.0,Rock,5,04/07/2023 19:11,20.88,81303,United States,Yes,Male,North
124636,71041.0,Experience,1,18/11/2023 03:46,44.05,32714,United States,Yes,Male,North
497737,33935.0,Wonder,3,10/08/2023 09:55,7.58,50872,Canada,Yes,Male,South
896557,79515.0,So,10,18/02/2024 19:20,43.53,25083,Canada,Yes,Male,South
249276,15065.0,A,2,13/01/2024 01:42,25.3,1055,Canada,No,Female,East
519522,71052.0,Film,8,19/09/2023 19:41,17.48,77382,Australia,Yes,Male,North
326208,34182.0,Budget,13,24/11/2023 23:25,4.55,26475,Germany,No,Female,East
355484,72714.0,One,7,16/06/2023 04:46,2.47,75309,France,No,Male,South
169409,56721.0,Travel,14,08/05/2023 05:24,48.66,72332,Canada,Yes,Female,South
230145,98028.0,Toward,16,19/12/2023 22:40,34.91,88824,France,Yes,Male,East
781925,12159.0,Drop,13,07/05/2023 17:27,18.95,50425,France,No,Male,North
619202,64319.0,Notice,14,21/12/2023 14:32,37.13,76181,France,No,Male,North
669048,20425.0,Should,17,22/02/2024 19:11,28.61,27640,Germany,No,Female,South
962078,83379.0,Staff,9,11/11/2023 07:49,14.91,5485,Canada,Yes,Male,North
189286,54024.0,Prepare,15,03/04/2023 23:03,9.86,73301,France,No,Female,South
819838,91435.0,Network,14,02/06/2023 09:35,13.16,65543,United States,No,Female,South
621853,75937.0,Treat,19,06/12/2023 12:32,35.42,68666,United States,Yes,Female,North
571928,97656.0,Guess,11,09/03/2024 05:58,49.9,2346,United Kingdom,Yes,Female,West
804725,81457.0,Standard,12,12/05/2023 22:23,30.79,52292,Australia,No,Male,East
578086,29941.0,Their,1,25/02/2024 14:05,21.19,92943,Australia,No,Male,South
775120,28805.0,Plan,1,25/02/2024 08:52,16.49,34766,Germany,No,Female,East
571322,,Every,5,04/03/2024 07:04,48.65,36936,France,Yes,Male,West
109961,77630.0,Add,16,18/07/2023 09:34,42.31,73797,Germany,No,Female,North
730153,72593.0,Miss,19,28/09/2023 02:57,22.16,47927,Germany,Yes,Male,South
914376,88931.0,Both,19,21/11/2023 02:13,16.88,13223,Germany,Yes,Female,North
433969,51372.0,Officer,11,24/04/2023 22:55,5.94,72281,Australia,No,Male,South
366850,12915.0,Not,3,30/07/2023 07:12,36.48,56811,Germany,Yes,Female,West
328765,14780.0,Manage,13,31/08/2023 16:56,3.66,29245,Germany,Yes,Female,South
380371,75432.0,Result,8,28/04/2023 15:13,46.77,31315,United States,No,Female,South
198847,30080.0,Economic,16,16/03/2024 05:42,25.12,27286,Germany,No,Male,West
79034,64303.0,Name,5,13/01/2024 18:14,15.53,28216,United States,Yes,Male,West
829875,70180.0,Military,7,15/09/2023 06:09,21.11,56826,Canada,No,Female,South
377716,23354.0,Inside,13,05/08/2023 09:01,39.18,92194,Canada,Yes,Male,North
674593,80397.0,Especially,20,05/11/2023 15:48,26.95,38291,United Kingdom,Yes,Male,East
401817,34110.0,Religious,8,07/01/2024 19:28,26.66,99438,United States,Yes,Female,South
879903,60046.0,Boy,2,04/06/2023 10:11,2.21,54433,Australia,No,Male,South
29448,56351.0,Data,15,26/02/2024 03:51,34.78,84099,United Kingdom,Yes,Female,West
557112,50705.0,Task,18,20/07/2023 12:07,45.56,39132,France,Yes,Male,East
25038,80050.0,Great,3,17/11/2023 14:09,3.0,591,Australia,No,Male,East
301790,66762.0,List,15,12/03/2024 01:26,29.55,57532,Australia,No,Male,East
852349,30777.0,Their,12,18/08/2023 23:38,1.75,63673,Australia,No,Male,North
